subscription_id,user_id,plan_type,status,event_effective_ts,mrr_amount,currency
901300,101587,free_trial,expired,2025-11-19T11:08:52Z,0.0,USD
901301,101243,monthly,active,2026-01-07T18:23:27Z,9.99,USD
901302,100261,free_trial,trialing,2025-12-04T18:21:59Z,0.0,USD
901302,100261,annual,active,2025-12-12T18:21:59Z,79.99,USD
901303,104175,monthly,active,2025-10-12T00:56:05Z,9.99,USD
901303,104175,monthly,canceled,2025-12-24 19:56:05,9.99,USD
901304,100387,free_trial,trialing,2025-09-01T17:59:19Z,0.0,USD
901304,100387,monthly,active,2025-09-07T17:59:19Z,9.99,USD
901305,101152,free_trial,trialing,2026-01-14T21:08:08Z,0.0,USD
901305,101152,monthly,active,2026-01-21T21:08:08Z,9.99,USD
901306,101865,monthly,active,2025-07-30T03:06:41Z,9.99,USD
901306,101865,monthly,canceled,2025-09-03T03:06:41Z,9.99,USD
901307,106911,free_trial,trialing,2025-09-17T12:25:31Z,0.0,USD
901307,106911,monthly,active,2025-09-26T12:25:31Z,9.99,USD
901307,106911,monthly,canceled,2026-01-05T12:25:31Z,9.99,USD
901308,105685,free_trial,trialing,2025-07-12T16:01:00Z,0.0,USD
901308,105685,free_trial,expired,2025-07-20T16:01:00Z,0.0,USD
901309,102468,annual,active,2025-10-28T23:26:57Z,79.99,USD
901310,102516,free_trial,trialing,2025-09-28 18:21:09,0.0,USD
901311,100171,monthly,active,2025-10-20T05:29:36Z,9.99,USD
901311,100171,monthly,canceled,2026-03-11T05:29:36Z,9.99,USD
901312,106282,monthly,active,2025-08-31T05:44:56Z,9.99,USD
901313,107492,monthly,active,2025-11-09T13:53:23Z,9.99,USD
901314,101396,free_trial,trialing,2025-07-25T08:36:54Z,0.0,USD
901314,101396,annual,active,2025-08-06T08:36:54Z,79.99,USD
901315,102362,annual,active,2026-01-02T11:56:47Z,79.99,USD
901315,102362,annual,canceled,2026-03-14T11:56:47Z,79.99,USD
901316,105149,monthly,active,2025-08-17 06:22:36,9.99,USD
901316,105149,monthly,expired,2025-12-17T11:22:36Z,9.99,USD
901317,102691,annual,active,2025-09-17T20:32:19Z,79.99,USD
901318,103033,monthly,active,2025-09-05T06:17:00Z,9.99,USD
901319,106999,annual,active,2025-08-06T06:54:47Z,79.99,USD
901319,106999,annual,canceled,2025-12-04T06:54:47Z,79.99,USD
901320,101080,monthly,active,2025-07-06T09:56:02Z,9.99,USD
901321,104131,annual,active,2025-11-03T15:29:29Z,79.99,USD
901322,104269,monthly,active,2025-08-16T21:35:33Z,9.99,USD
901322,104269,monthly,expired,2026-02-22T21:35:33Z,9.99,USD
901323,103672,free_trial,trialing,2025-08-02T20:27:32Z,0.0,USD
901323,103672,free_trial,expired,2025-08-14T20:27:32Z,0.0,USD
901324,107654,free_trial,trialing,2026-02-16T20:10:31Z,0.0,USD
901324,107654,annual,active,2026-02-21T20:10:31Z,79.99,USD
901324,107654,annual,canceled,2026-06-01T20:10:31Z,79.99,USD
901325,102284,free_trial,trialing,2025-09-29T18:37:51Z,0.0,USD
901325,102284,annual,active,2025-10-03T18:37:51Z,79.99,GBP
901326,104295,annual,active,2025-10-06T05:07:08Z,79.99,USD
901327,100298,free_trial,trialing,2025-07-10T09:03:06Z,0.0,USD
901327,100298,annual,active,2025-07-24 04:03:06,79.99,USD
901328,102550,monthly,active,2025-11-10T14:33:10Z,9.99,USD
901328,102550,monthly,canceled,2025-12-28T14:33:10Z,9.99,USD
901329,100664,monthly,active,2026-02-05T10:04:14Z,9.99,USD
901329,100664,monthly,expired,2026-05-17T10:04:14Z,9.99,USD
901330,103785,free_trial,trialing,2025-08-09T09:41:10Z,0.0,USD
901330,103785,free_trial,expired,2025-08-20T09:41:10Z,0.0,USD
901331,105751,free_trial,trialing,2025-10-13 22:16:44,0.0,USD
901332,100166,annual,active,2026-01-29T10:02:14Z,79.99,USD
901333,102445,monthly,active,2025-07-12 16:24:49,9.99,USD
901334,104285,annual,active,2026-02-04T14:15:50Z,79.99,USD
901335,107728,monthly,active,2025-07-28T11:45:35Z,9.99,USD
901335,107728,monthly,canceled,2025-10-02T11:45:35Z,9.99,USD
901336,103539,monthly,active,2025-12-10T12:41:28Z,9.99,USD
901337,101091,annual,active,2026-02-09T07:31:58Z,79.99,USD
901337,101091,annual,canceled,2026-03-27T07:31:58Z,79.99,USD
901338,106854,free_trial,trialing,2025-10-03T16:00:45Z,0.0,USD
901338,106854,monthly,active,2025-10-08T16:00:45Z,9.99,USD
901339,100102,monthly,active,2025-11-12 05:04:12,9.99,USD
901339,100102,monthly,canceled,2026-02-06T10:04:12Z,9.99,USD
901340,103620,monthly,active,2025-08-17T03:54:37Z,9.99,USD
901341,101665,free_trial,trialing,2025-09-19T18:58:38Z,0.0,USD
901342,107816,monthly,active,2026-02-02T12:52:47Z,9.99,USD
901343,102087,monthly,active,2025-08-31T13:10:46Z,9.99,USD
901343,102087,monthly,expired,2026-03-02T13:10:46Z,9.99,USD
901344,106737,monthly,active,2025-07-12T07:52:55Z,9.99,USD
901345,107306,monthly,active,2026-02-03T19:23:35Z,9.99,USD
901345,107306,monthly,expired,2026-07-19T19:23:35Z,9.99,USD
901346,102002,free_trial,trialing,2026-01-16T05:04:47Z,0.0,USD
901346,102002,free_trial,expired,2025-12-28T05:04:47Z,0.0,USD
901347,106552,monthly,active,2025-08-02T11:35:03Z,9.99,USD
901347,106552,monthly,canceled,2025-11-01T11:35:03Z,9.99,USD
901348,104045,monthly,active,2025-12-29 12:16:24,9.99,USD
901348,104045,monthly,canceled,2026-01-27T17:16:24Z,9.99,USD
901349,106402,free_trial,trialing,2025-08-16T01:49:55Z,0.0,USD
901350,102608,annual,active,2026-01-07T04:14:44Z,79.99,USD
901351,106856,free_trial,trialing,2025-10-04 01:09:08,0.0,USD
901351,106856,annual,active,2025-10-11T06:09:08Z,79.99,USD
901352,103657,free_trial,trialing,2025-09-17T17:10:55Z,0.0,USD
901352,103657,annual,active,2025-09-22T17:10:55Z,79.99,USD
901353,105087,monthly,active,2026-01-25 05:04:51,9.99,USD
901353,105087,monthly,canceled,2026-04-17T10:04:51Z,9.99,USD
901354,104988,monthly,active,2025-11-19T08:01:26Z,9.99,USD
901355,104910,monthly,active,2025-11-26T07:21:11Z,9.99,USD
901356,103053,monthly,active,2025-09-25T03:30:06Z,9.99,USD
901356,103053,monthly,expired,2026-03-29T03:30:06Z,9.99,USD
901357,106878,monthly,active,2025-09-09T23:33:24Z,9.99,USD
901357,106878,monthly,canceled,2025-10-07T23:33:24Z,9.99,USD
901358,100546,free_trial,trialing,2025-10-19T00:42:34Z,0.0,USD
901358,100546,annual,active,2025-10-22T00:42:34Z,79.99,USD
901359,103435,free_trial,trialing,2026-01-10T10:27:33Z,0.0,USD
901360,107358,free_trial,trialing,2025-09-27T08:49:18Z,0.0,USD
901360,107358,free_trial,expired,2025-10-08T08:49:18Z,0.0,USD
901361,100318,monthly,active,2025-12-28 12:41:36,9.99,USD
901362,100673,monthly,active,2025-12-11T06:33:00Z,9.99,USD
901362,100673,monthly,canceled,2026-02-26T06:33:00Z,9.99,USD
901363,105771,free_trial,trialing,2026-01-09T06:33:09Z,0.0,USD
901363,105771,monthly,active,2026-01-20T06:33:09Z,9.99,USD
901364,101711,monthly,active,2025-07-07T01:45:03Z,9.99,USD
901365,106862,monthly,active,2025-12-31 10:01:05,9.99,USD
901366,102948,annual,active,2026-02-09T19:27:53Z,79.99,USD
901367,106829,annual,active,2025-10-11T09:23:37Z,79.99,USD
901367,106829,annual,canceled,2026-01-01T09:23:37Z,79.99,USD
901368,107219,free_trial,trialing,2025-09-23T06:58:12Z,0.0,USD
901369,107995,monthly,active,2025-08-06T17:16:47Z,9.99,USD
901369,107995,monthly,canceled,2025-12-13T17:16:47Z,9.99,USD
901370,102152,free_trial,trialing,2025-12-12T02:45:01Z,0.0,USD
901371,106490,monthly,active,2025-12-02T09:00:46Z,9.99,USD
901372,107654,annual,active,2025-09-06T22:56:33Z,79.99,USD
901372,107654,annual,canceled,2025-12-16T22:56:33Z,79.99,USD
901373,101958,monthly,active,2025-08-04T02:12:12Z,9.99,USD
901373,101958,monthly,expired,2025-11-19T02:12:12Z,9.99,USD
901374,105352,monthly,active,2025-11-24 11:29:30,9.99,USD
901375,105494,monthly,active,2025-12-15T09:40:37Z,9.99,USD
901376,102038,monthly,active,2025-07-11T09:22:43Z,9.99,USD
901376,102038,monthly,canceled,2025-11-08T09:22:43Z,9.99,USD
901377,105581,monthly,active,2026-01-25T04:46:05Z,9.99,USD
901378,102391,monthly,active,2026-02-08T16:07:21Z,9.99,USD
901379,105950,free_trial,trialing,2026-01-28T09:26:20Z,0.0,USD
901380,102220,annual,active,2025-11-16T07:24:17Z,79.99,USD
901380,102220,annual,canceled,2026-03-13T07:24:17Z,79.99,USD
901381,101442,free_trial,trialing,2025-07-27 01:08:53,0.0,USD
901382,102852,monthly,active,2025-08-12T21:29:52Z,9.99,USD
901382,102852,monthly,canceled,2025-11-29 16:29:52,9.99,USD
901383,106846,monthly,active,2025-12-30T12:22:14Z,9.99,USD
901383,106846,monthly,expired,2026-03-25T12:22:14Z,9.99,GBP
901384,102938,free_trial,trialing,2025-08-11T03:27:35Z,0.0,USD
901384,102938,monthly,active,2025-08-16T03:27:35Z,9.99,USD
901385,106645,monthly,active,2025-10-03T05:51:19Z,9.99,USD
901386,107067,monthly,active,2025-10-15T19:52:56Z,9.99,USD
901387,101420,monthly,active,2025-10-25T14:25:53Z,9.99,USD
901387,101420,monthly,canceled,2025-12-01T14:25:53Z,9.99,USD
901388,107925,annual,active,2025-12-06T12:20:49Z,79.99,USD
901389,102457,monthly,active,2025-09-24T22:07:45Z,9.99,USD
901389,102457,monthly,canceled,2025-11-01T22:07:45Z,9.99,USD
901390,106083,annual,active,2025-10-14 02:36:22,79.99,USD
901391,102091,monthly,active,2026-02-09T06:25:05Z,9.99,USD
901392,100959,annual,active,2026-01-06T22:53:25Z,79.99,USD
901393,103092,free_trial,trialing,2025-10-16T22:37:45Z,0.0,USD
901393,103092,monthly,active,2025-10-30T22:37:45Z,9.99,USD
901393,103092,monthly,canceled,2025-11-24T22:37:45Z,9.99,USD
901394,104213,monthly,active,2025-11-02 20:11:57,9.99,USD
901395,101145,annual,active,2026-01-07T13:31:01Z,79.99,USD
901396,107457,monthly,active,2025-08-18T22:16:50Z,9.99,USD
901397,101775,monthly,active,2025-12-01T03:19:24Z,9.99,USD
901398,105657,annual,active,2025-07-19T19:48:12Z,79.99,USD
901398,105657,annual,canceled,2025-09-26 14:48:12,79.99,USD
901399,106732,monthly,active,2026-02-12T17:58:58Z,9.99,USD
901399,106732,monthly,expired,2026-08-01T17:58:58Z,9.99,USD
901400,105464,free_trial,trialing,2025-09-14T05:59:58Z,0.0,USD
901400,105464,free_trial,expired,2025-09-27T05:59:58Z,0.0,USD
901401,104781,free_trial,trialing,2026-01-30T05:40:59Z,0.0,USD
901401,104781,annual,active,2026-02-07T05:40:59Z,79.99,USD
901401,104781,annual,canceled,2026-05-31T05:40:59Z,79.99,USD
901402,102985,monthly,active,2025-12-26 04:25:25,9.99,USD
901402,102985,monthly,canceled,2026-04-07T09:25:25Z,9.99,USD
901403,102856,monthly,active,2025-07-24T05:47:14Z,9.99,USD
901403,102856,monthly,canceled,2025-09-06T05:47:14Z,9.99,USD
901404,106851,monthly,active,2025-08-07T20:56:32Z,9.99,USD
901404,106851,monthly,canceled,2025-11-30T20:56:32Z,9.99,USD
901405,107168,monthly,active,2025-11-30T12:59:20Z,9.99,USD
901406,101292,free_trial,trialing,2025-10-02T23:33:51Z,0.0,USD
901407,105484,annual,active,2026-01-13T12:44:18Z,79.99,USD
901407,105484,annual,canceled,2026-04-02 07:44:18,79.99,USD
901408,106590,annual,active,2025-10-30 11:34:44,79.99,USD
901408,106590,annual,canceled,2026-02-16T16:34:44Z,79.99,USD
901409,106969,free_trial,trialing,2025-08-31T17:53:28Z,0.0,USD
901409,106969,free_trial,expired,2025-09-11T17:53:28Z,0.0,USD
901410,107501,monthly,active,2025-10-29T11:48:14Z,9.99,USD
901411,104999,monthly,active,2025-09-30 15:41:39,9.99,USD
901411,104999,monthly,canceled,2025-12-01T20:41:39Z,9.99,USD
901412,104725,annual,active,2025-10-31T13:27:47Z,79.99,USD
901413,100170,annual,active,2026-02-01T18:33:21Z,79.99,USD
901413,100170,annual,canceled,2026-06-17 13:33:21,79.99,USD
901414,105626,monthly,active,2025-12-23 15:56:48,9.99,USD
901415,104461,monthly,active,2025-07-24T11:41:20Z,9.99,USD
901416,105217,monthly,active,2025-09-01T09:46:27Z,9.99,USD
901417,104058,free_trial,trialing,2025-10-15T13:04:14Z,0.0,USD
901418,103865,monthly,active,2025-11-25T18:56:29Z,9.99,USD
901419,103272,monthly,active,2025-10-29T20:21:13Z,9.99,USD
901419,103272,monthly,canceled,2026-03-13T20:21:13Z,9.99,USD
901420,102851,monthly,active,2025-10-17T18:28:33Z,9.99,USD
901421,100823,monthly,active,2026-02-15 21:05:33,9.99,USD
901422,102389,free_trial,trialing,2025-08-30T07:59:50Z,0.0,USD
901423,100376,free_trial,trialing,2026-01-14T00:10:11Z,0.0,USD
901423,100376,free_trial,expired,2026-01-25T00:10:11Z,0.0,USD
901424,100757,monthly,active,2025-10-24T08:03:13Z,9.99,USD
901425,107344,monthly,active,2025-10-15T17:13:26Z,9.99,USD
901425,107344,monthly,canceled,2026-01-15T17:13:26Z,9.99,USD
901426,106691,annual,active,2025-07-15T11:11:52Z,79.99,USD
901427,101457,annual,active,2026-01-06T09:49:09Z,79.99,USD
901427,101457,annual,canceled,2026-04-14T09:49:09Z,79.99,USD
901428,101362,free_trial,trialing,2025-09-24T16:55:05Z,0.0,USD
901428,101362,annual,active,2025-09-27T16:55:05Z,79.99,USD
901429,100947,monthly,active,2025-10-30T01:13:30Z,9.99,USD
901430,105375,free_trial,trialing,2025-07-13T06:06:15Z,0.0,USD
901430,105375,free_trial,expired,2025-07-21 01:06:15,0.0,USD
901431,106120,monthly,active,2025-08-20T21:32:37Z,9.99,USD
901432,103108,monthly,active,2025-09-30T21:45:28Z,9.99,USD
901433,106041,annual,active,2026-01-25T09:51:25Z,79.99,USD
901433,106041,annual,canceled,2026-04-20T09:51:25Z,79.99,USD
901434,107979,annual,active,2025-10-08T12:17:58Z,79.99,USD
901435,107606,annual,active,2025-07-27T15:16:00Z,79.99,USD
901436,101153,free_trial,trialing,2025-07-22T02:03:06Z,0.0,USD
901436,101153,free_trial,expired,2025-08-03T02:03:06Z,0.0,USD
901437,107003,monthly,active,2025-12-01T17:49:45Z,9.99,USD
901438,102775,monthly,active,2025-12-27T14:55:50Z,9.99,USD
901438,102775,monthly,expired,2026-02-27T14:55:50Z,9.99,USD
901439,107976,annual,active,2026-01-17 03:38:49,79.99,USD
901440,104415,annual,active,2025-09-29 11:33:21,79.99,USD
901441,100784,annual,active,2025-11-08T15:56:40Z,79.99,USD
901441,100784,annual,canceled,2025-12-01T15:56:40Z,79.99,USD
901442,103380,annual,active,2026-01-30T04:46:11Z,79.99,USD
901443,100451,annual,active,2026-02-15T18:03:14Z,79.99,USD
901444,101245,monthly,active,2026-02-02T18:36:22Z,9.99,USD
901445,107337,free_trial,trialing,2025-09-24T04:12:43Z,0.0,USD
901445,107337,annual,active,2025-10-07 23:12:43,79.99,USD
901446,104396,free_trial,trialing,2026-01-21 09:35:04,0.0,USD
901446,104396,monthly,active,2026-01-25T14:35:04Z,9.99,USD
901446,104396,monthly,canceled,2026-04-13T14:35:04Z,9.99,USD
901447,101456,annual,active,2025-10-31T10:18:11Z,79.99,USD
901448,104064,free_trial,trialing,2025-11-24T23:34:27Z,0.0,USD
901448,104064,free_trial,expired,2025-11-04T23:34:27Z,0.0,USD
901449,105088,monthly,active,2025-11-08T23:59:38Z,9.99,USD
901450,107256,annual,active,2025-12-25T08:03:53Z,79.99,USD
901450,107256,annual,expired,2026-04-18 03:03:53,79.99,USD
901451,107383,monthly,active,2025-09-02T21:01:27Z,9.99,USD
901452,103866,free_trial,trialing,2025-07-13T04:04:02Z,0.0,USD
901452,103866,monthly,active,2025-07-22T04:04:02Z,9.99,USD
901452,103866,monthly,canceled,2025-10-28T04:04:02Z,9.99,USD
901453,102830,annual,active,2025-09-26T03:39:41Z,79.99,USD
901453,102830,annual,canceled,2026-02-08T03:39:41Z,79.99,USD
901454,104015,monthly,active,2025-09-18T13:49:56Z,9.99,USD
901455,106020,free_trial,trialing,2025-07-05T02:50:35Z,0.0,USD
901455,106020,free_trial,expired,2025-07-12T02:50:35Z,0.0,USD
901456,101263,monthly,active,2025-12-28T10:29:19Z,9.99,USD
901456,101263,monthly,canceled,2026-05-09 05:29:19,9.99,GBP
901457,100532,monthly,active,2025-07-12T10:30:35Z,9.99,USD
901458,105153,monthly,active,2025-09-02T12:38:30Z,9.99,USD
901459,101822,monthly,active,2025-11-04T14:33:05Z,9.99,USD
901460,107584,free_trial,trialing,2026-01-25T06:50:39Z,0.0,USD
901461,103553,free_trial,trialing,2025-11-13T07:17:29Z,0.0,USD
901461,103553,annual,active,2025-11-27T07:17:29Z,79.99,USD
901461,103553,annual,canceled,2025-12-19T07:17:29Z,79.99,USD
901462,107997,annual,active,2025-08-21T12:22:30Z,79.99,USD
901462,107997,annual,canceled,2025-09-30T12:22:30Z,79.99,USD
901463,104611,monthly,active,2026-01-03T04:00:39Z,9.99,USD
901464,100132,free_trial,trialing,2025-07-21T18:47:01Z,0.0,USD
901464,100132,free_trial,expired,2025-08-02T18:47:01Z,0.0,USD
901465,100958,monthly,active,2025-08-09 09:39:32,9.99,USD
901465,100958,monthly,canceled,2025-11-04 09:39:32,9.99,USD
901466,101926,monthly,active,2025-08-04 20:49:50,9.99,USD
901466,101926,monthly,expired,2025-12-02 20:49:50,9.99,USD
901467,101869,free_trial,trialing,2025-07-12 13:49:44,0.0,USD
901467,101869,monthly,active,2025-07-18T18:49:44Z,9.99,USD
901467,101869,monthly,canceled,2025-10-19T18:49:44Z,9.99,USD
901468,101172,monthly,active,2025-08-02T18:34:11Z,9.99,USD
901469,101230,free_trial,trialing,2025-11-24T22:21:14Z,0.0,USD
901469,101230,free_trial,expired,2025-12-01 17:21:14,0.0,USD
901470,106220,free_trial,trialing,2025-12-03T02:33:10Z,0.0,USD
901470,106220,free_trial,expired,2025-12-17T02:33:10Z,0.0,USD
901471,100940,free_trial,trialing,2026-02-05 17:27:38,0.0,USD
901471,100940,free_trial,expired,2026-02-13T22:27:38Z,0.0,USD
901472,102683,free_trial,trialing,2026-01-16T12:19:38Z,0.0,USD
901472,102683,annual,active,2026-01-21T12:19:38Z,79.99,USD
901473,105617,free_trial,trialing,2025-08-10T00:41:32Z,0.0,USD
901473,105617,annual,active,2025-08-13T00:41:32Z,79.99,USD
901474,103195,monthly,active,2025-10-20T07:49:43Z,9.99,USD
901475,105735,monthly,active,2025-08-15T04:30:15Z,9.99,USD
901476,104833,monthly,active,2025-09-05T04:49:51Z,9.99,USD
901477,105801,monthly,active,2025-12-06T10:01:32Z,9.99,USD
901477,105801,monthly,canceled,2026-03-30T10:01:32Z,9.99,GBP
901478,103108,free_trial,trialing,2025-12-02T19:15:28Z,0.0,USD
901478,103108,free_trial,expired,2025-12-15T19:15:28Z,0.0,USD
901479,102858,monthly,active,2025-09-09T23:55:20Z,9.99,USD
901480,101752,free_trial,trialing,2025-07-29T07:09:49Z,0.0,USD
901480,101752,annual,active,2025-08-11T07:09:49Z,79.99,USD
901481,104390,monthly,active,2025-07-08T18:49:27Z,9.99,USD
901482,100227,free_trial,trialing,2026-02-07 23:37:25,0.0,USD
901482,100227,monthly,active,2026-02-20T04:37:25Z,9.99,USD
901483,106734,monthly,active,2026-01-24T04:44:47Z,9.99,USD
901484,103471,free_trial,trialing,2025-09-12T15:35:04Z,0.0,USD
901484,103471,monthly,active,2025-09-16T15:35:04Z,9.99,USD
901484,103471,monthly,canceled,2025-12-18T15:35:04Z,9.99,USD
901485,106852,annual,active,2025-11-27T06:50:23Z,79.99,USD
901486,103344,annual,active,2025-08-12T07:40:58Z,79.99,USD
901487,102975,free_trial,trialing,2025-11-19T17:52:02Z,0.0,USD
901487,102975,annual,active,2025-11-27T17:52:02Z,79.99,USD
901487,102975,annual,canceled,2026-01-03T17:52:02Z,79.99,USD
901488,107145,monthly,active,2026-02-17T02:18:01Z,9.99,USD
901489,104804,monthly,active,2025-08-19T23:25:02Z,9.99,USD
901489,104804,monthly,canceled,2025-09-23T23:25:02Z,9.99,USD
901490,104401,monthly,active,2026-02-15T14:29:35Z,9.99,USD
901491,106302,monthly,active,2026-01-11T10:10:42Z,9.99,USD
901492,104617,monthly,active,2025-10-17 01:27:35,9.99,USD
901493,104097,monthly,active,2025-12-17T17:19:51Z,9.99,USD
901494,107924,monthly,active,2025-07-24 20:25:13,9.99,USD
901495,106705,monthly,active,2025-10-23 05:37:30,9.99,USD
901496,101746,annual,active,2025-08-18T00:58:29Z,79.99,USD
901496,101746,annual,canceled,2025-10-22T00:58:29Z,79.99,USD
901497,349248,monthly,active,2026-01-23T19:42:17Z,9.99,USD
901497,349248,monthly,canceled,2026-02-19 14:42:17,9.99,USD
901498,100813,annual,active,2025-11-09T06:42:03Z,79.99,USD
901499,103211,monthly,active,2025-07-18 20:29:44,9.99,USD
901500,105822,free_trial,trialing,2025-09-02 04:24:45,0.0,USD
901500,105822,monthly,active,2025-09-05T09:24:45Z,9.99,USD
901501,103378,annual,active,2025-11-18 15:27:05,79.99,USD
901502,104674,annual,active,2026-01-20T21:04:32Z,79.99,USD
901503,107500,monthly,active,2025-12-03T01:45:15Z,9.99,USD
901504,104994,monthly,active,2025-08-17T18:19:30Z,9.99,USD
901505,101548,annual,active,2025-09-08T03:51:03Z,79.99,USD
901506,104838,monthly,active,2025-11-16T03:09:12Z,9.99,USD
901506,104838,monthly,canceled,2025-12-13T03:09:12Z,9.99,USD
901507,103885,free_trial,trialing,2025-09-16 22:24:14,0.0,USD
901507,103885,monthly,active,2025-09-22T03:24:14Z,9.99,USD
901508,107701,free_trial,trialing,2025-08-04T05:28:40Z,0.0,USD
901509,101952,free_trial,trialing,2025-08-29T04:29:08Z,0.0,USD
901509,101952,free_trial,expired,2025-09-07T04:29:08Z,0.0,USD
901510,102786,monthly,active,2025-10-11T16:47:52Z,9.99,USD
901511,102718,free_trial,trialing,2025-09-02T20:07:55Z,0.0,USD
901511,102718,free_trial,expired,2025-09-09 15:07:55,0.0,USD
901512,106976,annual,active,2025-08-11T23:59:07Z,79.99,USD
901512,106976,annual,canceled,2025-10-10T23:59:07Z,79.99,USD
901513,107740,monthly,active,2025-07-26T19:48:16Z,9.99,USD
901514,100124,monthly,active,2026-02-03T00:40:47Z,9.99,USD
901515,107660,free_trial,trialing,2025-07-19T10:42:39Z,0.0,USD
901515,107660,annual,active,2025-07-27T10:42:39Z,79.99,USD
901516,103908,monthly,active,2025-10-23T03:16:34Z,9.99,USD
901517,100477,monthly,active,2025-10-12T19:44:01Z,9.99,USD
901518,313849,monthly,active,2025-08-04T13:28:59Z,9.99,USD
901518,313849,monthly,canceled,2025-09-16T13:28:59Z,9.99,USD
901519,107954,monthly,active,2026-02-09T23:31:20Z,9.99,USD
901519,107954,monthly,canceled,2026-03-02T23:31:20Z,9.99,USD
901520,103798,free_trial,trialing,2025-12-16T03:57:36Z,0.0,USD
901520,103798,monthly,active,2025-12-23T03:57:36Z,9.99,USD
901521,101485,annual,active,2025-07-28T07:53:04Z,79.99,USD
901521,101485,annual,canceled,2025-11-27 02:53:04,79.99,USD
901522,100404,free_trial,trialing,2025-09-26T17:16:22Z,0.0,USD
901522,100404,monthly,active,2025-09-29T17:16:22Z,9.99,USD
901523,105305,monthly,active,2026-01-14T20:42:15Z,9.99,USD
901523,105305,monthly,canceled,2026-02-06 15:42:15,9.99,USD
901524,321254,free_trial,trialing,2025-08-20T13:11:23Z,0.0,USD
901524,321254,monthly,active,2025-08-30 08:11:23,9.99,USD
901525,107686,monthly,active,2025-10-10T01:37:49Z,9.99,USD
901526,103431,free_trial,trialing,2025-07-07T17:44:09Z,0.0,USD
901527,107946,monthly,active,2025-08-06T05:41:58Z,9.99,USD
901528,103476,annual,active,2025-09-20T23:03:42Z,79.99,USD
901529,100144,annual,active,2025-08-01 16:12:04,79.99,USD
901530,103353,monthly,active,2025-07-04T03:30:04Z,9.99,USD
901531,107443,free_trial,trialing,2025-08-22T09:06:27Z,0.0,USD
901531,107443,annual,active,2025-08-29T09:06:27Z,79.99,USD
901531,107443,annual,canceled,2025-10-14T09:06:27Z,79.99,USD
901532,104477,monthly,active,2026-02-11 17:07:27,9.99,USD
901533,341589,monthly,active,2026-01-21 16:44:08,9.99,USD
901534,104639,annual,active,2025-08-31T10:18:23Z,79.99,USD
901535,102193,monthly,active,2025-08-24 22:36:59,9.99,USD
901536,107260,free_trial,trialing,2026-01-01T15:17:12Z,0.0,USD
901536,107260,free_trial,expired,2026-01-14T15:17:12Z,0.0,USD
901537,101892,monthly,active,2025-07-28T08:12:50Z,9.99,USD
901538,107829,monthly,active,2025-07-13T02:17:57Z,9.99,USD
901539,101894,free_trial,trialing,2025-12-15T09:55:09Z,0.0,USD
901539,101894,annual,active,2025-12-25T09:55:09Z,79.99,USD
901540,101976,free_trial,trialing,2026-01-31T06:25:58Z,0.0,USD
901540,101976,free_trial,expired,2026-02-07 01:25:58,0.0,USD
901541,102112,free_trial,trialing,2025-10-26T03:21:27Z,0.0,USD
901541,102112,free_trial,expired,2025-11-04 22:21:27,0.0,USD
901542,104702,free_trial,trialing,2025-07-26 12:40:14,0.0,USD
901542,104702,monthly,active,2025-08-06T17:40:14Z,9.99,USD
901543,107407,monthly,active,2025-10-16T18:54:31Z,9.99,USD
901543,107407,monthly,canceled,2026-02-02T18:54:31Z,9.99,USD
901544,100726,monthly,active,2025-08-13T13:18:25Z,9.99,USD
901545,102002,annual,active,2025-09-25T04:22:50Z,79.99,USD
901545,102002,annual,canceled,2025-12-12T04:22:50Z,79.99,USD
901546,107210,free_trial,trialing,2025-07-13T20:25:24Z,0.0,USD
901546,107210,monthly,active,2025-07-25T20:25:24Z,9.99,USD
901547,106193,monthly,active,2025-08-22T08:56:20Z,9.99,USD
901548,101265,annual,active,2026-02-02 13:11:42,79.99,USD
901549,103789,monthly,active,2026-02-15 14:58:03,9.99,USD
901550,106539,monthly,active,2025-09-10T12:25:40Z,9.99,USD
901550,106539,monthly,canceled,2025-11-26T12:25:40Z,9.99,USD
901551,104084,monthly,active,2025-12-05T06:33:55Z,9.99,USD
901551,104084,monthly,canceled,2025-12-30T06:33:55Z,9.99,USD
901552,106636,free_trial,trialing,2026-02-13T12:11:19Z,0.0,USD
901552,106636,free_trial,expired,2026-02-21T12:11:19Z,0.0,USD
901553,104882,annual,active,2026-01-01T23:35:57Z,79.99,USD
901554,101263,monthly,active,2025-11-07 22:57:02,9.99,USD
901554,101263,monthly,canceled,2025-12-13T03:57:02Z,9.99,USD
901555,100573,monthly,active,2025-07-06T19:11:38Z,9.99,USD
901555,100573,monthly,expired,2025-08-19T19:11:38Z,9.99,USD
901556,105449,monthly,active,2025-11-17 03:46:32,9.99,USD
901556,105449,monthly,canceled,2026-01-21T08:46:32Z,9.99,USD
901557,101692,monthly,active,2025-12-29T16:00:43Z,9.99,USD
901558,103017,monthly,active,2025-11-16 01:06:30,9.99,USD
901558,103017,monthly,canceled,2025-12-10T06:06:30Z,9.99,USD
901559,103039,free_trial,trialing,2025-07-28T17:55:47Z,0.0,USD
901559,103039,annual,active,2025-08-02T17:55:47Z,79.99,USD
901560,101659,monthly,active,2026-01-14T13:19:02Z,9.99,USD
901560,101659,monthly,canceled,2026-05-05T13:19:02Z,9.99,USD
