asset_id,title,asset_type,sport,home_school,away_school,scheduled_start_ts,duration_seconds
500500,Northgate vs Ridgeview Volleyball,LIVE,VOLLEYBALL,Northgate,Ridgeview,2026-01-15T11:23:14Z,8599
500127,Oakwood vs Lakeview Football,LIVE,FOOTBALL,Oakwood,Lakeview,2025-12-14T10:16:12Z,8827
500243,Bayshore vs Fairfield Track,LIVE,TRACK,Bayshore,Fairfield,2025-09-09T03:02:06Z,7337
500412,Riverside vs Kingsport Softball,LIVE,SOFTBALL,Riverside,Kingsport,2025-10-12T02:20:05Z,5742
500368,Jefferson vs Lakeview Basketball,LIVE,BASKETBALL,Jefferson,Lakeview,2025-09-11T12:04:36Z,8290
500659,Lakeview vs Fairfield Hockey,LIVE,HOCKEY,Lakeview,Fairfield,2025-09-26T22:54:00Z,9386
500355,Hillcrest vs Brookfield Basketball,VOD,BASKETBALL,Hillcrest,Brookfield,2025-12-17T09:14:08Z,7957
500720,Stonewall vs Kingsport Basketball,VOD,BASKETBALL,Stonewall,Kingsport,2026-02-21T17:30:42Z,9150
500581,Eastside vs Summit Basketball,LIVE,BASKETBALL,Eastside,Summit,2025-09-17T15:34:52Z,5728
500636,Central vs Pinecrest Wrestling,VOD,Wrestling,Central,Pinecrest,2025-10-25T02:03:19Z,7407
500003,Jefferson vs Lincoln Football,LIVE,FOOTBALL,Jefferson,Lincoln,2025-11-30T12:52:46Z,8581
500833,Oakwood vs Summit Basketball,LIVE,BASKETBALL,Oakwood,Summit,2025-10-01T07:00:00Z,8502
500469,Ridgeview vs Ashford Track,LIVE,TRACK,Ridgeview,Ashford,2026-01-29T19:29:35Z,6326
500370,Ridgeview vs Greenwood Track,LIVE,TRACK,Ridgeview,Greenwood,2025-12-15T16:53:05Z,8846
500631,Jefferson vs Dunmore Lacrosse,LIVE,LACROSSE,Jefferson,Dunmore,2025-10-21T01:45:24Z,6389
500758,Elmhurst vs Riverside Basketball,VOD,BASKETBALL,Elmhurst,Riverside,2026-02-22T08:04:45Z,9364
500032,Stonewall vs Dunmore Wrestling,VOD,WRESTLING,Stonewall,Dunmore,2025-10-28T21:49:12Z,6917
500187,Riverside vs Jefferson Soccer,VOD,SOCCER,Riverside,Jefferson,2025-10-30T14:38:02Z,5664
500166,Summit vs Lakeview Soccer,VOD,SOCCER,Summit,Lakeview,2025-10-22T11:59:43Z,8939
500497,Eastside vs Northgate Lacrosse,VOD,LACROSSE,Eastside,Northgate,2026-01-19T20:43:12Z,6331
500435,Clearwater vs Pinecrest Basketball,VOD,BASKETBALL,Clearwater,Pinecrest,2025-12-12T16:52:36Z,5450
500468,Elmhurst vs Summit Softball,LIVE,SOFTBALL,Elmhurst,Summit,2025-09-01T14:17:11Z,7579
500058,Summit vs Greenwood Wrestling,LIVE,WRESTLING,Summit,Greenwood,2025-11-18T04:21:34Z,6306
500775,Bayshore vs Westlake Track,LIVE,TRACK,Bayshore,Westlake,2026-01-04T12:06:32Z,8153
500013,Elmhurst vs Kingsport Softball,VOD,SOFTBALL,Elmhurst,Kingsport,2025-12-27T01:19:56Z,6695
500779,Fairfield vs Eastside Wrestling,VOD,WRESTLING,Fairfield,Eastside,2025-12-10T21:57:26Z,9529
500601,Lincoln vs Ashford Volleyball,LIVE,VOLLEYBALL,Lincoln,Ashford,2026-02-15T16:51:36Z,7078
500249,Ashford vs Clearwater Football,VOD,FOOTBALL,Ashford,Clearwater,2025-09-09T19:39:30Z,6055
500277,Lincoln vs Ridgeview Football,VOD,FOOTBALL,Lincoln,Ridgeview,2025-09-24T21:32:46Z,8880
500576,Dunmore vs Kingsport Football,VOD,FOOTBALL,Dunmore,Kingsport,2026-02-12T23:17:44Z,6250
500053,Brookfield vs Oakwood Basketball,LIVE,Basketball,Brookfield,Oakwood,2025-12-09T04:57:45Z,6766
500525,Stonewall vs Westlake Softball,LIVE,SOFTBALL,Stonewall,Westlake,2025-12-21T23:25:47Z,7860
500364,Brookfield vs Oakwood Volleyball,LIVE,VOLLEYBALL,Brookfield,Oakwood,2025-10-05T01:13:40Z,7035
500158,Greenwood vs Lincoln Lacrosse,VOD,LACROSSE,Greenwood,Lincoln,2026-02-05T11:06:12Z,7747
500556,Northgate vs Ashford Football,LIVE,FOOTBALL,Northgate,Ashford,2026-02-07T11:24:58Z,7997
500076,Hillcrest vs Oakwood Softball,VOD,SOFTBALL,Hillcrest,Oakwood,2026-02-28T21:22:41Z,6176
500025,Lincoln vs Millbrook Volleyball,LIVE,VOLLEYBALL,Lincoln,Millbrook,2025-11-19T14:42:59Z,6800
500119,Riverside vs Kingsport Volleyball,VOD,VOLLEYBALL,Riverside,Kingsport,2025-09-17T16:53:59Z,8420
500588,Elmhurst vs Stonewall Football,VOD,football,Elmhurst,Stonewall,2026-02-08T15:43:50Z,6361
500819,Bayshore vs Summit Lacrosse,LIVE,LACROSSE,Bayshore,Summit,2025-12-01T23:23:04Z,5559
500828,Ashford vs Pinecrest Hockey,LIVE,HOCKEY,Ashford,Pinecrest,2026-01-23T16:11:20Z,9304
500539,Greenwood vs Bayshore Hockey,LIVE,HOCKEY,Greenwood,Bayshore,2026-02-09T10:23:38Z,8028
500589,Greenwood vs Pinecrest Football,VOD,FOOTBALL,Greenwood,Pinecrest,2025-10-31T13:01:28Z,8109
500528,Riverside vs Greenwood Wrestling,LIVE,WRESTLING,Riverside,Greenwood,2025-10-13T14:01:20Z,8401
500662,Westlake vs Dunmore Hockey,LIVE,HOCKEY,Westlake,Dunmore,2025-10-27T23:28:26Z,7677
500324,Ashford vs Riverside Wrestling,VOD,WRESTLING,Ashford,Riverside,2026-02-02T08:18:19Z,6111
500353,Clearwater vs Summit Soccer,VOD,Soccer,Clearwater,Summit,2025-10-28T02:26:19Z,9468
500239,Elmhurst vs Summit Volleyball,LIVE,VOLLEYBALL,Elmhurst,Summit,2026-01-08T00:31:56Z,7475
500386,Lakeview vs Kingsport Track,LIVE,TRACK,Lakeview,Kingsport,2025-11-09T00:14:15Z,5430
500054,Westlake vs Lakeview Lacrosse,LIVE,LACROSSE,Westlake,Lakeview,2025-09-12T00:43:46Z,9090
500102,Riverside vs Fairfield Wrestling,LIVE,WRESTLING,Riverside,Fairfield,2025-09-12T03:05:15Z,9297
500276,Lakeview vs Jefferson Baseball,VOD,BASEBALL,Lakeview,Jefferson,2025-10-15T21:36:38Z,8669
500831,Hillcrest vs Kingsport Track,VOD,TRACK,Hillcrest,Kingsport,2025-12-23T05:45:03Z,8998
500780,Fairfield vs Brookfield Hockey,LIVE,HOCKEY,Fairfield,Brookfield,2026-02-25T11:34:08Z,6094
500385,Millbrook vs Stonewall Track,LIVE,TRACK,Millbrook,Stonewall,2025-11-18T16:31:01Z,9002
500339,Elmhurst vs Central Basketball,VOD,BASKETBALL,Elmhurst,Central,2025-09-09T23:31:21Z,6273
500297,Riverside vs Ridgeview Volleyball,VOD,VOLLEYBALL,Riverside,Ridgeview,2025-09-17T00:54:19Z,7428
500596,Greenwood vs Fairfield Track,LIVE,TRACK,Greenwood,Fairfield,2025-10-16T16:09:33Z,8765
500428,Central vs Westlake Wrestling,LIVE,WRESTLING,Central,Westlake,2025-12-26T02:52:26Z,8387
500284,Central vs Bayshore Basketball,VOD,BASKETBALL,Central,Bayshore,2025-11-10T02:48:17Z,5799
500655,Clearwater vs Greenwood Soccer,LIVE,SOCCER,Clearwater,Greenwood,2026-02-19T04:14:23Z,6873
500201,Lincoln vs Central Track,VOD,TRACK,Lincoln,Central,2025-10-30T09:02:18Z,9270
500279,Clearwater vs Kingsport Wrestling,VOD,WRESTLING,Clearwater,Kingsport,2025-09-12T12:00:42Z,7041
500835,Summit vs Pinecrest Softball,LIVE,SOFTBALL,Summit,Pinecrest,2025-10-23T04:10:51Z,8740
500540,Lincoln vs Westlake Softball,LIVE,Softball,Lincoln,Westlake,2026-02-08T21:34:49Z,5725
500084,Lakeview vs Fairfield Wrestling,VOD,WRESTLING,Lakeview,Fairfield,2025-12-27T07:28:42Z,6133
500629,Jefferson vs Summit Soccer,VOD,SOCCER,Jefferson,Summit,2026-01-15T09:40:16Z,5729
500108,Dunmore vs Ashford Basketball,LIVE,BASKETBALL,Dunmore,Ashford,2026-01-24T17:40:23Z,7772
500087,Ridgeview vs Lakeview Hockey,VOD,Hockey,Ridgeview,Lakeview,2026-02-03T01:45:26Z,-600
500721,Lakeview vs Riverside Basketball,VOD,BASKETBALL,Lakeview,Riverside,2025-09-05T13:47:57Z,6360
500666,Hillcrest vs Northgate Baseball,LIVE,BASEBALL,Hillcrest,Northgate,2025-09-19T17:44:51Z,8678
500517,Bayshore vs Lincoln Volleyball,LIVE,VOLLEYBALL,Bayshore,Lincoln,2026-01-09T17:15:09Z,6748
500308,Westlake vs Dunmore Volleyball,LIVE,VOLLEYBALL,Westlake,Dunmore,2026-01-26T15:47:00Z,9410
500755,Pinecrest vs Jefferson Track,VOD,TRACK,Pinecrest,Jefferson,2025-09-30T06:46:14Z,7881
500378,Summit vs Ashford Lacrosse,LIVE,LACROSSE,Summit,Ashford,2025-10-19T15:38:33Z,8857
500104,Jefferson vs Hillcrest Lacrosse,LIVE,LACROSSE,Jefferson,Hillcrest,2025-10-27T00:44:56Z,6858
500547,Central vs Hillcrest Track,VOD,TRACK,Central,Hillcrest,2026-01-25T20:12:05Z,-1
500622,Brookfield vs Riverside Basketball,VOD,BASKETBALL,Brookfield,Riverside,2026-02-10T11:57:11Z,7490
500607,Brookfield vs Millbrook Hockey,VOD,HOCKEY,Brookfield,Millbrook,2026-01-30T19:05:30Z,6495
500163,Millbrook vs Riverside Volleyball,VOD,VOLLEYBALL,Millbrook,Riverside,2025-09-19T20:40:08Z,6872
500392,Northgate vs Clearwater Softball,VOD,SOFTBALL,Northgate,Clearwater,2025-12-19T00:56:51Z,8631
500266,Oakwood vs Lakeview Track,LIVE,TRACK,Oakwood,Lakeview,2026-02-15T23:05:18Z,8558
500397,Lincoln vs Hillcrest Track,LIVE,Track,Lincoln,Hillcrest,2025-12-06T13:21:35Z,8522
500220,Stonewall vs Central Wrestling,LIVE,WRESTLING,Stonewall,Central,2025-09-27T16:43:00Z,9305
500785,Lakeview vs Dunmore Lacrosse (Replay),VOD,LACROSSE,Lakeview,Dunmore,2025-09-28T23:37:20Z,9585
500713,Oakwood vs Dunmore Baseball,VOD,BASEBALL,Oakwood,Dunmore,2025-11-01T22:23:10Z,6036
500611,Brookfield vs Elmhurst Football,VOD,FOOTBALL,Brookfield,Elmhurst,2025-09-24T12:30:22Z,7948
500464,Pinecrest vs Millbrook Softball,VOD,SOFTBALL,Pinecrest,Millbrook,2025-12-03T06:03:02Z,6961
500492,Westlake vs Eastside Hockey,VOD,HOCKEY,Westlake,Eastside,2025-10-26T09:26:21Z,9328
500676,Oakwood vs Fairfield Volleyball,LIVE,VOLLEYBALL,Oakwood,Fairfield,2025-12-26T23:48:45Z,9055
500147,Oakwood vs Clearwater Soccer,LIVE,SOCCER,Oakwood,Clearwater,2026-01-16T05:35:29Z,9033
500577,Bayshore vs Clearwater Football,VOD,FOOTBALL,Bayshore,Clearwater,2026-01-05T09:28:04Z,6906
500585,Clearwater vs Hillcrest Wrestling,LIVE,WRESTLING,Clearwater,Hillcrest,2025-11-24T19:06:18Z,7773
500182,Jefferson vs Ashford Baseball,VOD,BASEBALL,Jefferson,Ashford,2026-01-07T23:37:21Z,5764
500254,Clearwater vs Central Lacrosse,VOD,LACROSSE,Clearwater,Central,2026-01-14T03:04:05Z,7953
500063,Kingsport vs Dunmore Basketball,VOD,BBALL,Kingsport,Dunmore,2025-12-06T18:34:49Z,9007
500043,Elmhurst vs Lakeview Lacrosse,LIVE,LACROSSE,Elmhurst,Lakeview,2026-01-24T08:54:15Z,5895
500482,Elmhurst vs Ashford Baseball,LIVE,BASEBALL,Elmhurst,Ashford,2026-01-28T00:03:17Z,6867
500031,Brookfield vs Jefferson Hockey,VOD,HOCKEY,Brookfield,Jefferson,2025-11-13T17:03:57Z,5514
500704,Summit vs Lincoln Lacrosse,VOD,LACROSSE,Summit,Lincoln,2025-09-19T21:16:56Z,9278
500537,Hillcrest vs Summit Soccer,VOD,SOCCER,Hillcrest,Summit,2025-11-08T20:57:48Z,6002
500416,Ashford vs Kingsport Baseball,VOD,BASEBALL,Ashford,Kingsport,2026-01-04T10:19:28Z,7121
500387,Pinecrest vs Clearwater Track (Replay),VOD,TRACK,Pinecrest,Clearwater,2025-09-15T00:48:35Z,8383
500152,Elmhurst vs Pinecrest Track,VOD,TRACK,Elmhurst,Pinecrest,2025-09-16T02:02:16Z,6910
500745,Clearwater vs Lincoln Football,LIVE,FOOTBALL,Clearwater,Lincoln,2025-09-18T07:13:56Z,7241
500710,Hillcrest vs Ridgeview Softball,LIVE,Softball,Hillcrest,Ridgeview,2025-09-02T20:40:44Z,5912
500237,Northgate vs Eastside Lacrosse,VOD,LACROSSE,Northgate,Eastside,2026-02-01T23:06:55Z,7106
500226,Dunmore vs Fairfield Softball,VOD,SOFTBALL,Dunmore,Fairfield,2025-12-01T17:27:43Z,9434
500692,Elmhurst vs Ridgeview Wrestling,VOD,WRESTLING,Elmhurst,Ridgeview,2026-01-17T20:30:10Z,9579
500021,Northgate vs Ashford Football,VOD,FOOTBALL,Northgate,Ashford,2025-12-10T22:56:52Z,5775
500171,Northgate vs Bayshore Baseball,LIVE,BASEBALL,Northgate,Bayshore,2025-11-01T16:42:41Z,6636
500422,Lincoln vs Elmhurst Lacrosse,LIVE,Lacrosse,Lincoln,Elmhurst,2025-11-24T16:04:57Z,8760
500658,Stonewall vs Clearwater Softball,VOD,SOFTBALL,Stonewall,Clearwater,2026-01-05T18:41:35Z,6528
500177,Eastside vs Hillcrest Football,VOD,FOOTBALL,Eastside,Hillcrest,2025-11-28T18:39:52Z,7344
500538,Elmhurst vs Ashford Football,LIVE,FOOTBALL,Elmhurst,Ashford,2025-12-12T20:25:29Z,7422
500694,Brookfield vs Northgate Soccer,VOD,SOCCER,Brookfield,Northgate,2025-12-12T13:04:02Z,7136
500725,Summit vs Bayshore Football,LIVE,FOOTBALL,Summit,Bayshore,2026-02-27T03:24:07Z,5725
500259,Brookfield vs Greenwood Soccer,VOD,SOCCER,Brookfield,Greenwood,2026-01-03T14:09:55Z,8808
500653,Summit vs Hillcrest Softball,LIVE,SOFTBALL,Summit,Hillcrest,2026-02-26T17:00:10Z,5525
500029,Westlake vs Summit Softball,VOD,SOFTBALL,Westlake,Summit,2026-02-13T06:17:08Z,7179
500067,Westlake vs Stonewall Track,VOD,TRACK,Westlake,Stonewall,2025-10-20T17:40:36Z,7218
500584,Ridgeview vs Oakwood Track,VOD,TRACK,Ridgeview,Oakwood,2026-01-12T18:38:50Z,6985
500557,Millbrook vs Dunmore Basketball,LIVE,BASKETBALL,Millbrook,Dunmore,2025-12-03T11:06:11Z,9218
500447,Fairfield vs Central Baseball,VOD,BASEBALL,Fairfield,Central,2025-12-31T08:31:52Z,6163
500203,Central vs Westlake Softball,VOD,SOFTBALL,Central,Westlake,2026-01-07T17:49:40Z,9599
500462,Ridgeview vs Clearwater Basketball,VOD,BASKETBALL,Ridgeview,Clearwater,2025-11-05T04:26:51Z,9517
500794,Lakeview vs Elmhurst Football,LIVE,FOOTBALL,Lakeview,Elmhurst,2025-11-06T18:02:49Z,9210
500559,Summit vs Pinecrest Wrestling,VOD,WRESTLING,Summit,Pinecrest,2025-11-22T14:05:58Z,6025
500212,Fairfield vs Elmhurst Lacrosse,LIVE,Lacrosse,Fairfield,Elmhurst,2025-12-22T22:13:43Z,6438
500418,Eastside vs Oakwood Wrestling,VOD,WRESTLING,Eastside,Oakwood,2025-11-16T03:31:20Z,6779
500624,Bayshore vs Pinecrest Soccer,VOD,SOCCER,Bayshore,Pinecrest,2025-09-24T01:29:50Z,7027
500578,Kingsport vs Ridgeview Basketball,VOD,BASKETBALL,Kingsport,Ridgeview,2025-11-23T15:12:56Z,8409
500439,Oakwood vs Fairfield Track,VOD,TRACK,Oakwood,Fairfield,2025-12-29T03:58:25Z,8869
500270,Jefferson vs Central Wrestling,VOD,WRESTLING,Jefferson,Central,2025-12-02T17:00:21Z,9035
500723,Eastside vs Ashford Wrestling,LIVE,WRESTLING,Eastside,Ashford,2025-11-19T17:49:38Z,6657
500081,Riverside vs Oakwood Volleyball,LIVE,VOLLEYBALL,Riverside,Oakwood,2025-11-10T10:55:19Z,5594
500222,Westlake vs Ridgeview Baseball,VOD,BASEBALL,Westlake,Ridgeview,2025-09-23T03:40:29Z,6635
500014,Elmhurst vs Greenwood Wrestling,LIVE,WRESTLING,Elmhurst,Greenwood,2026-02-08T17:23:20Z,7131
500473,Kingsport vs Central Softball,VOD,SOFTBALL,Kingsport,Central,2025-12-21T00:02:43Z,6711
500634,Summit vs Central Wrestling,LIVE,WRESTLING,Summit,Central,2025-11-03T19:34:08Z,7936
500015,Jefferson vs Clearwater Football,LIVE,FOOTBALL,Jefferson,Clearwater,2025-11-16T07:28:32Z,9373
500194,Central vs Westlake Hockey,LIVE,Hockey,Central,Westlake,2026-02-27T23:18:03Z,8488
500518,Stonewall vs Central Softball,LIVE,SOFTBALL,Stonewall,Central,2026-01-24T01:48:28Z,7968
500373,Clearwater vs Central Soccer,VOD,SOCCER,Clearwater,Central,2025-10-30T17:20:23Z,8279
500377,Brookfield vs Northgate Wrestling,LIVE,WRESTLING,Brookfield,Northgate,2025-12-07T08:18:31Z,8307
500572,Summit vs Brookfield Lacrosse,VOD,LACROSSE,Summit,Brookfield,2025-11-16T03:38:33Z,5722
500118,Summit vs Dunmore Baseball,LIVE,BASEBALL,Summit,Dunmore,2025-11-27T10:13:57Z,9263
500560,Millbrook vs Kingsport Basketball,LIVE,BASKETBALL,Millbrook,Kingsport,2026-02-17T09:19:07Z,8659
500550,Ashford vs Clearwater Softball,LIVE,SOFTBALL,Ashford,Clearwater,2025-12-31T09:41:03Z,9100
500456,Fairfield vs Westlake Football,LIVE,FOOTBALL,Fairfield,Westlake,2026-02-27T18:36:58Z,6412
500811,Summit vs Oakwood Basketball,LIVE,BASKETBALL,Summit,Oakwood,2025-09-28T16:37:55Z,8440
500089,Riverside vs Dunmore Track,LIVE,TRACK,Riverside,Dunmore,2026-01-31T12:13:04Z,6363
500524,Kingsport vs Elmhurst Softball,VOD,SOFTBALL,Kingsport,Elmhurst,2026-02-01T00:29:13Z,8575
500080,Dunmore vs Bayshore Lacrosse,LIVE,LACROSSE,Dunmore,Bayshore,2025-10-10T20:14:11Z,8659
500153,Lincoln vs Elmhurst Hockey (Replay),VOD,HOCKEY,Lincoln,Elmhurst,2025-09-06T05:00:27Z,5737
500405,Lakeview vs Lincoln Soccer,LIVE,SOCCER,Lakeview,Lincoln,2025-11-01T05:12:31Z,8887
500245,Elmhurst vs Oakwood Lacrosse,VOD,LACROSSE,Elmhurst,Oakwood,2026-02-08T00:53:24Z,7259
500209,Lincoln vs Bayshore Volleyball,VOD,VOLLEYBALL,Lincoln,Bayshore,2025-11-26T14:39:05Z,5815
500630,Central vs Hillcrest Soccer,VOD,SOCCER,Central,Hillcrest,2026-02-08T10:48:47Z,6875
500638,Ashford vs Elmhurst Soccer,LIVE,SOCCER,Ashford,Elmhurst,2026-02-25T02:11:42Z,6400
500162,Clearwater vs Stonewall Baseball,VOD,BASEBALL,Clearwater,Stonewall,2025-09-23T08:54:50Z,8274
500688,Pinecrest vs Riverside Softball,LIVE,Softball,Pinecrest,Riverside,2025-10-02T06:40:10Z,5478
500189,Riverside vs Bayshore Baseball,LIVE,BASEBALL,Riverside,Bayshore,2025-09-03T15:15:11Z,8737
500703,Oakwood vs Eastside Football,VOD,FOOTBALL,Oakwood,Eastside,2025-09-18T15:01:11Z,8859
500143,Stonewall vs Hillcrest Volleyball,VOD,VOLLEYBALL,Stonewall,Hillcrest,2025-10-03T16:16:52Z,8175
500699,Bayshore vs Lakeview Volleyball,LIVE,VOLLEYBALL,Bayshore,Lakeview,2025-10-04T06:54:52Z,6883
500100,Lakeview vs Oakwood Wrestling,LIVE,WRESTLING,Lakeview,Oakwood,2025-09-12T21:18:10Z,6999
500340,Greenwood vs Ridgeview Hockey,LIVE,HOCKEY,Greenwood,Ridgeview,2026-02-22T05:36:27Z,6607
500107,Northgate vs Millbrook Track,VOD,TRACK,Northgate,Millbrook,2025-11-27T16:50:07Z,9539
500438,Oakwood vs Bayshore Hockey,VOD,HOCKEY,Oakwood,Bayshore,2025-10-16T15:06:04Z,7171
500004,Stonewall vs Bayshore Wrestling,VOD,WRESTLING,Stonewall,Bayshore,2025-10-18T03:03:46Z,5741
500685,Clearwater vs Lincoln Lacrosse,LIVE,LACROSSE,Clearwater,Lincoln,2025-09-03T09:12:18Z,7803
500509,Ashford vs Fairfield Baseball,LIVE,Baseball,Ashford,Fairfield,2025-09-27T09:29:30Z,7231
500695,Stonewall vs Riverside Soccer,VOD,SOCCER,Stonewall,Riverside,2025-10-28T19:43:21Z,7665
500481,Westlake vs Stonewall Football,LIVE,FOOTBALL,Westlake,Stonewall,2025-09-11T03:29:12Z,7306
500782,Northgate vs Clearwater Volleyball,VOD,VOLLEYBALL,Northgate,Clearwater,2025-11-30T20:13:30Z,9325
500783,Fairfield vs Dunmore Hockey,VOD,Hockey,Fairfield,Dunmore,2025-12-17T00:18:56Z,7284
500129,Clearwater vs Ashford Lacrosse,LIVE,LACROSSE,Clearwater,Ashford,2025-12-26T02:08:04Z,8259
500591,Lakeview vs Clearwater Lacrosse,LIVE,LACROSSE,Lakeview,Clearwater,2025-09-16T12:42:54Z,5816
500705,Riverside vs Brookfield Track,LIVE,TRACK,Riverside,Brookfield,2025-12-15T17:36:13Z,7274
500395,Lakeview vs Dunmore Basketball,VOD,BASKETBALL,Lakeview,Dunmore,2025-09-23T16:56:33Z,6443
500433,Northgate vs Elmhurst Lacrosse,VOD,LACROSSE,Northgate,Elmhurst,2026-02-13T14:34:23Z,-1
500017,Hillcrest vs Summit Volleyball,LIVE,VOLLEYBALL,Hillcrest,Summit,2026-02-23T09:59:19Z,9016
500709,Westlake vs Stonewall Wrestling,LIVE,Wrestling,Westlake,Stonewall,2025-11-25T01:58:54Z,6693
500154,Pinecrest vs Northgate Hockey,LIVE,HOCKEY,Pinecrest,Northgate,2025-10-08T10:11:29Z,5622
500190,Stonewall vs Oakwood Soccer,VOD,SOCCER,Stonewall,Oakwood,2025-12-17T02:50:31Z,6013
500047,Lakeview vs Northgate Softball,LIVE,SOFTBALL,Lakeview,Northgate,2025-09-12T15:27:07Z,9350
500738,Bayshore vs Elmhurst Softball,VOD,SOFTBALL,Bayshore,Elmhurst,2025-09-20T05:22:56Z,7149
500663,Brookfield vs Jefferson Hockey,VOD,HOCKEY,Brookfield,Jefferson,2026-02-15T19:47:39Z,7981
500752,Clearwater vs Stonewall Football,LIVE,FOOTBALL,Clearwater,Stonewall,2025-11-14T23:58:45Z,8650
500798,Ashford vs Kingsport Softball,VOD,SOFTBALL,Ashford,Kingsport,2025-09-05T06:29:41Z,7840
500718,Elmhurst vs Pinecrest Basketball,VOD,BASKETBALL,Elmhurst,Pinecrest,2026-01-27T14:34:08Z,8888
500184,Eastside vs Millbrook Softball,LIVE,SOFTBALL,Eastside,Millbrook,2025-10-28T00:51:58Z,7749
500734,Hillcrest vs Brookfield Football,LIVE,FOOTBALL,Hillcrest,Brookfield,2026-02-06T13:18:58Z,8700
500574,Lincoln vs Pinecrest Hockey,VOD,HOCKEY,Lincoln,Pinecrest,2025-09-24T00:04:28Z,7776
500145,Elmhurst vs Ridgeview Volleyball,VOD,VOLLEYBALL,Elmhurst,Ridgeview,2026-01-27T22:29:37Z,8234
500452,Greenwood vs Summit Wrestling,LIVE,WRESTLING,Greenwood,Summit,2025-09-07T21:18:55Z,8616
500675,Ridgeview vs Stonewall Lacrosse,VOD,LACROSSE,Ridgeview,Stonewall,2025-12-16T08:09:25Z,8458
500394,Bayshore vs Millbrook Volleyball,LIVE,VOLLEYBALL,Bayshore,Millbrook,2025-12-11T10:20:29Z,7076
500310,Lincoln vs Millbrook Track,LIVE,TRACK,Lincoln,Millbrook,2025-11-01T21:30:04Z,6113
500744,Kingsport vs Clearwater Wrestling,VOD,Wrestling,Kingsport,Clearwater,2025-09-13T09:13:11Z,8519
500561,Bayshore vs Lakeview Softball,VOD,SOFTBALL,Bayshore,Lakeview,2025-10-04T02:24:58Z,6930
500366,Clearwater vs Summit Volleyball,VOD,VOLLEYBALL,Clearwater,Summit,2025-10-17T14:58:37Z,6174
500579,Jefferson vs Ridgeview Hockey,VOD,HOCKEY,Jefferson,Ridgeview,2025-12-31T16:31:28Z,7472
500018,Jefferson vs Ridgeview Wrestling,VOD,WRESTLING,Jefferson,Ridgeview,2026-02-13T20:22:44Z,8450
500211,Greenwood vs Ridgeview Volleyball,VOD,VOLLEYBALL,Greenwood,Ridgeview,2026-02-14T12:57:26Z,6229
500335,Pinecrest vs Lincoln Hockey,VOD,HOCKEY,Pinecrest,Lincoln,2025-11-14T00:50:40Z,9302
500508,Dunmore vs Bayshore Baseball,VOD,Baseball,Dunmore,Bayshore,2026-01-25T01:08:38Z,6758
500007,Lincoln vs Dunmore Hockey,VOD,HOCKEY,Lincoln,Dunmore,2026-01-31T04:54:20Z,7956
500669,Bayshore vs Greenwood Soccer,LIVE,SOCCER,Bayshore,Greenwood,2026-01-18T07:43:18Z,9568
500451,Ashford vs Hillcrest Football,LIVE,FOOTBALL,Ashford,Hillcrest,2026-01-12T21:26:09Z,6465
500667,Fairfield vs Brookfield Softball,LIVE,SOFTBALL,Fairfield,Brookfield,2026-02-07T16:18:30Z,7626
500292,Jefferson vs Ashford Lacrosse,VOD,LACROSSE,Jefferson,Ashford,2025-11-10T02:56:30Z,6278
500479,Stonewall vs Central Football,LIVE,FOOTBALL,Stonewall,Central,2025-09-08T10:42:21Z,8819
500106,Summit vs Clearwater Wrestling,VOD,WRESTLING,Summit,Clearwater,2025-11-10T16:12:22Z,6631
500664,Brookfield vs Millbrook Baseball,LIVE,BASEBALL,Brookfield,Millbrook,2025-11-26T12:26:47Z,7971
500813,Dunmore vs Pinecrest Basketball,VOD,BASKETBALL,Dunmore,Pinecrest,2025-11-09T02:50:17Z,9494
500137,Ridgeview vs Central Lacrosse,VOD,LACROSSE,Ridgeview,Central,2025-12-07T15:15:22Z,5663
500810,Lincoln vs Oakwood Volleyball,VOD,VOLLEYBALL,Lincoln,Oakwood,2025-09-26T02:26:18Z,6112
500274,Pinecrest vs Lakeview Hockey,VOD,Hockey,Pinecrest,Lakeview,2025-10-12T22:50:02Z,8188
500534,Eastside vs Clearwater Track,VOD,TRACK,Eastside,Clearwater,2025-09-26T04:04:09Z,8457
500115,Kingsport vs Oakwood Softball,VOD,SOFTBALL,Kingsport,Oakwood,2026-02-20T17:56:36Z,6773
500341,Central vs Brookfield Soccer,VOD,SOCCER,Central,Brookfield,2025-09-19T07:31:43Z,6353
500751,Eastside vs Lincoln Soccer,LIVE,SOCCER,Eastside,Lincoln,2025-10-20T13:35:54Z,8307
500030,Fairfield vs Kingsport Football,LIVE,FB,Fairfield,Kingsport,2026-01-09T19:00:27Z,8150
500535,Clearwater vs Lakeview Lacrosse,VOD,LACROSSE,Clearwater,Lakeview,2025-11-24T23:21:09Z,9183
500485,Ashford vs Fairfield Baseball,LIVE,BASEBALL,Ashford,Fairfield,2026-02-20T20:34:41Z,8268
500195,Summit vs Greenwood Lacrosse,LIVE,Lacrosse,Summit,Greenwood,2025-12-21T23:39:07Z,7946
500042,Kingsport vs Greenwood Wrestling,LIVE,WRESTLING,Kingsport,Greenwood,2026-02-16T12:18:35Z,6468
500627,Hillcrest vs Lakeview Basketball,VOD,BASKETBALL,Hillcrest,Lakeview,2025-11-18T06:38:46Z,9083
